,genero,edad,pais,nivel de estudios,puesto de trabajo,sector,tamaño de la compañia,continente,rama,lon,lat
5165,Man,40-44,Japan,Professional doctorate,Data Scientist,Medical/Pharmaceutical,250-999 employees,Asia,data,139.839478,35.652832
5166,Man,25-29,Japan,Master’s degree,Research Scientist,Manufacturing/Fabrication,"1000-9,999 employees",Asia,data,139.839478,35.652832
5167,Man,45-49,Japan,Some college/university study without earning a bachelor’s degree,Product Manager,Marketing/CRM,250-999 employees,Asia,other,139.839478,35.652832
5168,Man,55-59,Japan,Master’s degree,Machine Learning Engineer,Manufacturing/Fabrication,"10,000 or more employees",Asia,data,139.839478,35.652832
5169,Man,30-34,Japan,Master’s degree,Statistician,Marketing/CRM,0-49 employees,Asia,other,139.839478,35.652832
5170,Man,22-24,Japan,Doctoral degree,Research Scientist,Other,0-49 employees,Asia,data,139.839478,35.652832
5171,Man,25-29,Japan,Master’s degree,Program/Project Manager,Government/Public Service,"10,000 or more employees",Asia,other,139.839478,35.652832
5172,Woman,25-29,Japan,Master’s degree,Software Engineer,Computers/Technology,"1000-9,999 employees",Asia,developer,139.839478,35.652832
5173,Man,35-39,Japan,Master’s degree,Business Analyst,Government/Public Service,50-249 employees,Asia,data,139.839478,35.652832
5174,Man,22-24,Japan,Bachelor’s degree,Data Scientist,Other,0-49 employees,Asia,data,139.839478,35.652832
5175,Man,45-49,Japan,Master’s degree,Software Engineer,Computers/Technology,250-999 employees,Asia,developer,139.839478,35.652832
5176,Man,40-44,Japan,Master’s degree,Program/Project Manager,Broadcasting/Communications,"1000-9,999 employees",Asia,other,139.839478,35.652832
5177,Man,50-54,Japan,Master’s degree,Data Engineer,Computers/Technology,"1000-9,999 employees",Asia,data,139.839478,35.652832
5178,Man,30-34,Japan,Master’s degree,Machine Learning Engineer,Manufacturing/Fabrication,"10,000 or more employees",Asia,data,139.839478,35.652832
5179,Man,55-59,Japan,Master’s degree,Program/Project Manager,Manufacturing/Fabrication,"10,000 or more employees",Asia,other,139.839478,35.652832
5180,Man,40-44,Japan,Master’s degree,DBA/Database Engineer,Computers/Technology,"1000-9,999 employees",Asia,data,139.839478,35.652832
5181,Man,30-34,Japan,Bachelor’s degree,Data Analyst,Computers/Technology,250-999 employees,Asia,data,139.839478,35.652832
5182,Man,25-29,Japan,Some college/university study without earning a bachelor’s degree,Data Scientist,Computers/Technology,50-249 employees,Asia,data,139.839478,35.652832
5183,Woman,60-69,Japan,Professional doctorate,Research Scientist,Academics/Education,"1000-9,999 employees",Asia,data,139.839478,35.652832
5184,Man,45-49,Japan,Master’s degree,Business Analyst,Manufacturing/Fabrication,"10,000 or more employees",Asia,data,139.839478,35.652832
5185,Man,25-29,Japan,Master’s degree,Software Engineer,Manufacturing/Fabrication,"10,000 or more employees",Asia,developer,139.839478,35.652832
5186,Man,40-44,Japan,Master’s degree,Data Scientist,Manufacturing/Fabrication,"10,000 or more employees",Asia,data,139.839478,35.652832
5187,Man,40-44,Japan,Master’s degree,Program/Project Manager,Other,"10,000 or more employees",Asia,other,139.839478,35.652832
5188,Man,35-39,Japan,Doctoral degree,Data Engineer,Non-profit/Service,0-49 employees,Asia,data,139.839478,35.652832
5189,Woman,25-29,Turkey,Bachelor’s degree,Data Scientist,Computers/Technology,"10,000 or more employees",Asia,data,35.24,39.925533
5190,Man,45-49,Turkey,Master’s degree,Program/Project Manager,Academics/Education,250-999 employees,Asia,other,35.24,39.925533
5191,Man,30-34,Turkey,Doctoral degree,Statistician,Academics/Education,250-999 employees,Asia,other,35.24,39.925533
5192,Woman,22-24,Turkey,Bachelor’s degree,Data Scientist,Retail/Sales,50-249 employees,Asia,data,35.24,39.925533
5193,Man,35-39,Turkey,Master’s degree,Software Engineer,Computers/Technology,"10,000 or more employees",Asia,developer,35.24,39.925533
5194,Woman,55-59,Turkey,Doctoral degree,Statistician,Academics/Education,50-249 employees,Asia,other,35.24,39.925533
5195,Woman,25-29,Turkey,Bachelor’s degree,Data Scientist,Insurance/Risk Assessment,0-49 employees,Asia,data,35.24,39.925533
5196,Man,40-44,Turkey,Master’s degree,Program/Project Manager,Computers/Technology,"10,000 or more employees",Asia,other,35.24,39.925533
5197,Woman,18-21,Turkey,Master’s degree,Data Analyst,Government/Public Service,0-49 employees,Asia,data,35.24,39.925533
5198,Man,25-29,Turkey,Bachelor’s degree,Data Scientist,Accounting/Finance,"10,000 or more employees",Asia,data,35.24,39.925533
5199,Man,45-49,Turkey,Doctoral degree,Research Scientist,Academics/Education,"1000-9,999 employees",Asia,data,35.24,39.925533
5200,Man,25-29,Turkey,Bachelor’s degree,Data Scientist,Military/Security/Defense,0-49 employees,Asia,data,35.24,39.925533
5201,Woman,25-29,Turkey,Bachelor’s degree,Software Engineer,Medical/Pharmaceutical,0-49 employees,Asia,developer,35.24,39.925533
5202,Woman,22-24,Turkey,Bachelor’s degree,Statistician,Academics/Education,0-49 employees,Asia,other,35.24,39.925533
5203,Man,22-24,Turkey,Bachelor’s degree,Data Scientist,Computers/Technology,0-49 employees,Asia,data,35.24,39.925533
5204,Woman,18-21,Turkey,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,Academics/Education,0-49 employees,Asia,data,35.24,39.925533
5205,Woman,22-24,Turkey,Master’s degree,Data Analyst,Retail/Sales,50-249 employees,Asia,data,35.24,39.925533
5206,Woman,25-29,Turkey,Master’s degree,Data Analyst,Computers/Technology,0-49 employees,Asia,data,35.24,39.925533
5207,Man,30-34,Turkey,Bachelor’s degree,Data Analyst,Academics/Education,0-49 employees,Asia,data,35.24,39.925533
5208,Man,25-29,Turkey,Bachelor’s degree,Software Engineer,Computers/Technology,50-249 employees,Asia,developer,35.24,39.925533
5209,Man,30-34,Turkey,Doctoral degree,Research Scientist,Academics/Education,"1000-9,999 employees",Asia,data,35.24,39.925533
5210,Man,30-34,Turkey,Bachelor’s degree,Machine Learning Engineer,Other,0-49 employees,Asia,data,35.24,39.925533
5211,Man,25-29,Turkey,Bachelor’s degree,Machine Learning Engineer,Computers/Technology,"1000-9,999 employees",Asia,data,35.24,39.925533
5212,Man,35-39,Turkey,Master’s degree,Data Scientist,Other,250-999 employees,Asia,data,35.24,39.925533
5213,Man,35-39,Turkey,Master’s degree,Business Analyst,Broadcasting/Communications,"1000-9,999 employees",Asia,data,35.24,39.925533
5214,Man,18-21,Turkey,Bachelor’s degree,Research Scientist,Academics/Education,0-49 employees,Asia,data,35.24,39.925533
5215,Man,25-29,Turkey,Master’s degree,Research Scientist,Manufacturing/Fabrication,50-249 employees,Asia,data,35.24,39.925533
5216,Man,50-54,Turkey,I prefer not to answer,Research Scientist,Online Business/Internet-based Sales,0-49 employees,Asia,data,35.24,39.925533
5217,Woman,25-29,Turkey,Master’s degree,Data Analyst,Accounting/Finance,"10,000 or more employees",Asia,data,35.24,39.925533
5218,Man,18-21,Turkey,Bachelor’s degree,Data Analyst,Other,0-49 employees,Asia,data,35.24,39.925533
5219,Man,35-39,Turkey,Doctoral degree,Data Scientist,Shipping/Transportation,0-49 employees,Asia,data,35.24,39.925533
5220,Man,30-34,Turkey,Master’s degree,Software Engineer,,,Asia,developer,35.24,39.925533
5221,Man,35-39,Turkey,Master’s degree,Machine Learning Engineer,Accounting/Finance,0-49 employees,Asia,data,35.24,39.925533
5222,Man,40-44,Turkey,Bachelor’s degree,Program/Project Manager,Computers/Technology,"1000-9,999 employees",Asia,other,35.24,39.925533
5223,Woman,22-24,Turkey,Bachelor’s degree,Business Analyst,Computers/Technology,250-999 employees,Asia,data,35.24,39.925533
5224,Man,35-39,Turkey,Doctoral degree,Machine Learning Engineer,Academics/Education,0-49 employees,Asia,data,35.24,39.925533
5225,Man,55-59,Turkey,Master’s degree,Data Scientist,Medical/Pharmaceutical,250-999 employees,Asia,data,35.24,39.925533
5226,Man,35-39,Turkey,Master’s degree,Software Engineer,Academics/Education,250-999 employees,Asia,developer,35.24,39.925533
5227,Man,25-29,Turkey,Master’s degree,Research Scientist,Academics/Education,0-49 employees,Asia,data,35.24,39.925533
5228,Man,22-24,Turkey,Master’s degree,Research Scientist,Manufacturing/Fabrication,0-49 employees,Asia,data,35.24,39.925533
5229,Woman,22-24,Turkey,Bachelor’s degree,Software Engineer,Computers/Technology,"1000-9,999 employees",Asia,developer,35.24,39.925533
5230,Man,25-29,Turkey,Master’s degree,Data Scientist,Medical/Pharmaceutical,250-999 employees,Asia,data,35.24,39.925533
5231,Man,50-54,Turkey,Doctoral degree,Machine Learning Engineer,Academics/Education,"1000-9,999 employees",Asia,data,35.24,39.925533
5232,Man,25-29,Turkey,I prefer not to answer,Data Scientist,Non-profit/Service,0-49 employees,Asia,data,35.24,39.925533
5233,Man,25-29,Turkey,Master’s degree,Data Scientist,Accounting/Finance,50-249 employees,Asia,data,35.24,39.925533
5234,Man,50-54,Turkey,I prefer not to answer,Research Scientist,Energy/Mining,0-49 employees,Asia,data,35.24,39.925533
5235,Man,30-34,Turkey,Master’s degree,Data Scientist,,,Asia,data,35.24,39.925533
5236,Man,30-34,Turkey,Master’s degree,Product Manager,Academics/Education,0-49 employees,Asia,other,35.24,39.925533
5237,Man,50-54,Turkey,Master’s degree,Software Engineer,Military/Security/Defense,50-249 employees,Asia,developer,35.24,39.925533
5238,Man,25-29,Turkey,Doctoral degree,Research Scientist,Academics/Education,"1000-9,999 employees",Asia,data,35.24,39.925533
5239,Man,30-34,Turkey,Master’s degree,Data Engineer,Manufacturing/Fabrication,"1000-9,999 employees",Asia,data,35.24,39.925533
5240,Woman,35-39,Turkey,Doctoral degree,Statistician,Academics/Education,"1000-9,999 employees",Asia,other,35.24,39.925533
5241,Woman,25-29,Turkey,Master’s degree,Data Scientist,Manufacturing/Fabrication,0-49 employees,Asia,data,35.24,39.925533
5242,Woman,40-44,Turkey,Master’s degree,Business Analyst,Other,250-999 employees,Asia,data,35.24,39.925533
5243,Man,22-24,Turkey,Master’s degree,Program/Project Manager,Energy/Mining,0-49 employees,Asia,other,35.24,39.925533
5244,Man,30-34,Turkey,Master’s degree,Data Scientist,Energy/Mining,"1000-9,999 employees",Asia,data,35.24,39.925533
5245,Man,40-44,Turkey,Doctoral degree,Research Scientist,Academics/Education,0-49 employees,Asia,data,35.24,39.925533
5246,Man,25-29,Turkey,Master’s degree,Software Engineer,Computers/Technology,"1000-9,999 employees",Asia,developer,35.24,39.925533
5247,Man,35-39,Turkey,Some college/university study without earning a bachelor’s degree,Software Engineer,Manufacturing/Fabrication,0-49 employees,Asia,developer,35.24,39.925533
5248,Man,22-24,Turkey,Master’s degree,Data Analyst,Marketing/CRM,50-249 employees,Asia,data,35.24,39.925533
5249,Man,45-49,Turkey,Some college/university study without earning a bachelor’s degree,Statistician,Accounting/Finance,0-49 employees,Asia,other,35.24,39.925533
5250,Man,25-29,Turkey,Bachelor’s degree,Data Scientist,Marketing/CRM,50-249 employees,Asia,data,35.24,39.925533
5251,Man,30-34,Turkey,Master’s degree,Software Engineer,Academics/Education,50-249 employees,Asia,developer,35.24,39.925533
5252,Man,25-29,Turkey,Master’s degree,Machine Learning Engineer,Computers/Technology,0-49 employees,Asia,data,35.24,39.925533
5253,Woman,22-24,Turkey,Master’s degree,Machine Learning Engineer,Military/Security/Defense,0-49 employees,Asia,data,35.24,39.925533
5254,Man,25-29,Turkey,Bachelor’s degree,Data Analyst,,,Asia,data,35.24,39.925533
5255,Man,50-54,Turkey,Bachelor’s degree,Data Scientist,Non-profit/Service,0-49 employees,Asia,data,35.24,39.925533
5256,Man,25-29,Turkey,Master’s degree,Machine Learning Engineer,Non-profit/Service,0-49 employees,Asia,data,35.24,39.925533
5257,Man,22-24,Turkey,Bachelor’s degree,Data Engineer,Other,0-49 employees,Asia,data,35.24,39.925533
5258,Woman,22-24,Turkey,Bachelor’s degree,Data Scientist,Insurance/Risk Assessment,0-49 employees,Asia,data,35.24,39.925533
5259,Woman,25-29,Turkey,Doctoral degree,Research Scientist,Academics/Education,0-49 employees,Asia,data,35.24,39.925533
5260,Man,40-44,Turkey,Doctoral degree,Machine Learning Engineer,Computers/Technology,250-999 employees,Asia,data,35.24,39.925533
5261,Man,35-39,Turkey,Doctoral degree,Data Analyst,Military/Security/Defense,"10,000 or more employees",Asia,data,35.24,39.925533
5262,Woman,25-29,Turkey,Master’s degree,Data Scientist,Computers/Technology,0-49 employees,Asia,data,35.24,39.925533
5263,Man,45-49,Turkey,Bachelor’s degree,Software Engineer,Government/Public Service,250-999 employees,Asia,developer,35.24,39.925533
5264,Man,22-24,Turkey,Master’s degree,Data Scientist,Retail/Sales,"1000-9,999 employees",Asia,data,35.24,39.925533
5265,Woman,18-21,Turkey,Some college/university study without earning a bachelor’s degree,Software Engineer,Computers/Technology,0-49 employees,Asia,developer,35.24,39.925533
5266,Man,25-29,Turkey,Master’s degree,Research Scientist,Computers/Technology,0-49 employees,Asia,data,35.24,39.925533
5267,Man,25-29,Turkey,Bachelor’s degree,Data Scientist,Computers/Technology,250-999 employees,Asia,data,35.24,39.925533
5268,Woman,40-44,Turkey,Doctoral degree,Research Scientist,Academics/Education,0-49 employees,Asia,data,35.24,39.925533
5269,Man,25-29,Turkey,Bachelor’s degree,Software Engineer,Computers/Technology,0-49 employees,Asia,developer,35.24,39.925533
5270,Man,18-21,Turkey,Bachelor’s degree,Machine Learning Engineer,Academics/Education,"1000-9,999 employees",Asia,data,35.24,39.925533
5271,Man,35-39,Turkey,Bachelor’s degree,Data Scientist,,,Asia,data,35.24,39.925533
5272,Man,22-24,Turkey,Bachelor’s degree,Research Scientist,Medical/Pharmaceutical,0-49 employees,Asia,data,35.24,39.925533
5273,Man,22-24,Turkey,Bachelor’s degree,Machine Learning Engineer,,,Asia,data,35.24,39.925533
5274,Man,35-39,Turkey,Doctoral degree,Program/Project Manager,Manufacturing/Fabrication,250-999 employees,Asia,other,35.24,39.925533
5275,Man,30-34,Turkey,Doctoral degree,Research Scientist,Academics/Education,"1000-9,999 employees",Asia,data,35.24,39.925533
5276,Man,35-39,Turkey,Master’s degree,Data Engineer,Broadcasting/Communications,"1000-9,999 employees",Asia,data,35.24,39.925533
5277,Man,22-24,Turkey,Bachelor’s degree,Machine Learning Engineer,Computers/Technology,250-999 employees,Asia,data,35.24,39.925533
5278,Man,22-24,Turkey,Master’s degree,Business Analyst,Other,0-49 employees,Asia,data,35.24,39.925533
5279,Woman,25-29,Turkey,Master’s degree,Data Scientist,Marketing/CRM,"10,000 or more employees",Asia,data,35.24,39.925533
5280,Man,25-29,Turkey,Master’s degree,Research Scientist,Computers/Technology,250-999 employees,Asia,data,35.24,39.925533
5281,Woman,22-24,Turkey,Bachelor’s degree,Data Scientist,Academics/Education,0-49 employees,Asia,data,35.24,39.925533
5282,Man,25-29,Turkey,Bachelor’s degree,Data Scientist,Academics/Education,50-249 employees,Asia,data,35.24,39.925533
5283,Woman,22-24,Turkey,Bachelor’s degree,Software Engineer,Computers/Technology,50-249 employees,Asia,developer,35.24,39.925533
5284,Woman,25-29,Turkey,Master’s degree,Software Engineer,Accounting/Finance,50-249 employees,Asia,developer,35.24,39.925533
5285,Man,55-59,Turkey,Master’s degree,Data Scientist,Computers/Technology,0-49 employees,Asia,data,35.24,39.925533
5286,Man,30-34,Turkey,Doctoral degree,Research Scientist,Military/Security/Defense,50-249 employees,Asia,data,35.24,39.925533
5287,Man,30-34,Turkey,Master’s degree,Data Scientist,Accounting/Finance,"1000-9,999 employees",Asia,data,35.24,39.925533
5288,Man,40-44,Turkey,Bachelor’s degree,Data Scientist,Insurance/Risk Assessment,250-999 employees,Asia,data,35.24,39.925533
5289,Woman,40-44,Turkey,Bachelor’s degree,DBA/Database Engineer,,,Asia,data,35.24,39.925533
5290,Man,40-44,Turkey,Doctoral degree,Research Scientist,Academics/Education,250-999 employees,Asia,data,35.24,39.925533
5291,Man,35-39,Turkey,Doctoral degree,Software Engineer,Academics/Education,0-49 employees,Asia,developer,35.24,39.925533
5292,Man,25-29,Turkey,I prefer not to answer,Data Scientist,Marketing/CRM,0-49 employees,Asia,data,35.24,39.925533
5293,Man,40-44,Turkey,Doctoral degree,Research Scientist,Marketing/CRM,0-49 employees,Asia,data,35.24,39.925533
5294,Man,25-29,Turkey,Bachelor’s degree,Machine Learning Engineer,Medical/Pharmaceutical,"1000-9,999 employees",Asia,data,35.24,39.925533
5295,Woman,40-44,Turkey,Doctoral degree,Data Scientist,Government/Public Service,0-49 employees,Asia,data,35.24,39.925533
5296,Man,25-29,Turkey,Bachelor’s degree,Software Engineer,Academics/Education,0-49 employees,Asia,developer,35.24,39.925533
5297,Man,35-39,Turkey,Bachelor’s degree,Machine Learning Engineer,Medical/Pharmaceutical,0-49 employees,Asia,data,35.24,39.925533
5298,Man,25-29,Turkey,Master’s degree,Machine Learning Engineer,Academics/Education,0-49 employees,Asia,data,35.24,39.925533
5299,Man,25-29,Turkey,Professional doctorate,Machine Learning Engineer,Academics/Education,0-49 employees,Asia,data,35.24,39.925533
5300,Man,55-59,Turkey,I prefer not to answer,Research Scientist,Academics/Education,"1000-9,999 employees",Asia,data,35.24,39.925533
5301,Man,30-34,Turkey,Master’s degree,Product Manager,Online Business/Internet-based Sales,0-49 employees,Asia,other,35.24,39.925533
5302,Man,35-39,Turkey,Master’s degree,Statistician,Computers/Technology,0-49 employees,Asia,other,35.24,39.925533
5303,Man,35-39,Turkey,Master’s degree,Software Engineer,Manufacturing/Fabrication,50-249 employees,Asia,developer,35.24,39.925533
5304,Man,25-29,Turkey,Master’s degree,Data Scientist,Marketing/CRM,250-999 employees,Asia,data,35.24,39.925533
5305,Man,22-24,Turkey,Bachelor’s degree,Data Scientist,Online Business/Internet-based Sales,0-49 employees,Asia,data,35.24,39.925533
5306,Man,18-21,Turkey,Professional doctorate,Program/Project Manager,Computers/Technology,0-49 employees,Asia,other,35.24,39.925533
5307,Man,22-24,Turkey,Master’s degree,Software Engineer,Computers/Technology,50-249 employees,Asia,developer,35.24,39.925533
5308,Man,35-39,Turkey,Some college/university study without earning a bachelor’s degree,Software Engineer,Shipping/Transportation,250-999 employees,Asia,developer,35.24,39.925533
5309,Man,35-39,Turkey,Master’s degree,Research Scientist,Academics/Education,0-49 employees,Asia,data,35.24,39.925533
5310,Woman,30-34,Turkey,Bachelor’s degree,Data Scientist,Other,0-49 employees,Asia,data,35.24,39.925533
5311,Man,30-34,Turkey,Doctoral degree,Research Scientist,Academics/Education,"1000-9,999 employees",Asia,data,35.24,39.925533
5312,Man,30-34,Turkey,Doctoral degree,Data Scientist,Computers/Technology,0-49 employees,Asia,data,35.24,39.925533
5313,Man,30-34,Turkey,Doctoral degree,Data Scientist,Computers/Technology,0-49 employees,Asia,data,35.24,39.925533
5314,Man,30-34,Turkey,Master’s degree,Program/Project Manager,Computers/Technology,0-49 employees,Asia,other,35.24,39.925533
5315,Man,22-24,Turkey,Bachelor’s degree,Data Scientist,Academics/Education,"10,000 or more employees",Asia,data,35.24,39.925533
5316,Man,30-34,Turkey,Master’s degree,Data Scientist,Academics/Education,0-49 employees,Asia,data,35.24,39.925533
5317,Man,30-34,Turkey,Master’s degree,Program/Project Manager,Academics/Education,250-999 employees,Asia,other,35.24,39.925533
5318,Man,18-21,Turkey,Some college/university study without earning a bachelor’s degree,Software Engineer,Academics/Education,"10,000 or more employees",Asia,developer,35.24,39.925533
5319,Man,25-29,Turkey,Bachelor’s degree,Data Scientist,Computers/Technology,"1000-9,999 employees",Asia,data,35.24,39.925533
5320,Man,25-29,Turkey,Doctoral degree,Statistician,Academics/Education,"1000-9,999 employees",Asia,other,35.24,39.925533
5321,Woman,45-49,Turkey,No formal education past high school,Data Analyst,Government/Public Service,"10,000 or more employees",Asia,data,35.24,39.925533
5322,Man,25-29,Turkey,Bachelor’s degree,Data Scientist,Medical/Pharmaceutical,0-49 employees,Asia,data,35.24,39.925533
5323,Woman,50-54,Turkey,Professional doctorate,Research Scientist,Academics/Education,250-999 employees,Asia,data,35.24,39.925533
5324,Man,40-44,Turkey,Doctoral degree,Research Scientist,Online Service/Internet-based Services,50-249 employees,Asia,data,35.24,39.925533
5325,Man,30-34,Turkey,Master’s degree,Data Scientist,Academics/Education,0-49 employees,Asia,data,35.24,39.925533
5326,Woman,45-49,Turkey,Doctoral degree,Data Scientist,Medical/Pharmaceutical,"1000-9,999 employees",Asia,data,35.24,39.925533
5327,Woman,22-24,Turkey,Bachelor’s degree,Data Scientist,Other,0-49 employees,Asia,data,35.24,39.925533
5328,Man,22-24,Turkey,Bachelor’s degree,Software Engineer,Computers/Technology,0-49 employees,Asia,developer,35.24,39.925533
5329,Man,22-24,Turkey,Master’s degree,Machine Learning Engineer,Academics/Education,0-49 employees,Asia,data,35.24,39.925533
5330,Man,22-24,Turkey,Master’s degree,Machine Learning Engineer,Other,50-249 employees,Asia,data,35.24,39.925533
5331,Man,25-29,Turkey,Master’s degree,Data Scientist,Energy/Mining,0-49 employees,Asia,data,35.24,39.925533
5332,Man,55-59,Turkey,Master’s degree,Machine Learning Engineer,Government/Public Service,0-49 employees,Asia,data,35.24,39.925533
5333,Man,45-49,Turkey,Doctoral degree,Data Scientist,Academics/Education,50-249 employees,Asia,data,35.24,39.925533
5334,Man,50-54,Turkey,Master’s degree,Research Scientist,Broadcasting/Communications,0-49 employees,Asia,data,35.24,39.925533
5335,Man,35-39,Turkey,Doctoral degree,Software Engineer,Computers/Technology,0-49 employees,Asia,developer,35.24,39.925533
5336,Man,45-49,Turkey,Bachelor’s degree,Software Engineer,Computers/Technology,0-49 employees,Asia,developer,35.24,39.925533
5337,Man,60-69,Turkey,Bachelor’s degree,Product Manager,Computers/Technology,0-49 employees,Asia,other,35.24,39.925533
5338,Man,25-29,Turkey,Master’s degree,Data Scientist,Other,0-49 employees,Asia,data,35.24,39.925533
5339,Man,25-29,Turkey,Master’s degree,Data Scientist,Accounting/Finance,"10,000 or more employees",Asia,data,35.24,39.925533
5340,Man,35-39,Turkey,Doctoral degree,Software Engineer,Government/Public Service,250-999 employees,Asia,developer,35.24,39.925533
5341,Man,22-24,Turkey,Master’s degree,Data Analyst,Accounting/Finance,0-49 employees,Asia,data,35.24,39.925533
5342,Man,35-39,Turkey,Bachelor’s degree,Software Engineer,Computers/Technology,0-49 employees,Asia,developer,35.24,39.925533
5343,Man,60-69,Turkey,Master’s degree,Research Scientist,Military/Security/Defense,50-249 employees,Asia,data,35.24,39.925533
5344,Man,25-29,Turkey,Master’s degree,Software Engineer,Academics/Education,250-999 employees,Asia,developer,35.24,39.925533
5345,Man,30-34,Turkey,Doctoral degree,Research Scientist,Academics/Education,"1000-9,999 employees",Asia,data,35.24,39.925533
5346,Man,25-29,Turkey,Master’s degree,Data Scientist,Computers/Technology,250-999 employees,Asia,data,35.24,39.925533
5347,Man,50-54,Turkey,Bachelor’s degree,Data Scientist,Military/Security/Defense,50-249 employees,Asia,data,35.24,39.925533
5348,Man,35-39,Turkey,Doctoral degree,Data Scientist,Academics/Education,250-999 employees,Asia,data,35.24,39.925533
5349,Man,30-34,Turkey,Bachelor’s degree,Data Engineer,Computers/Technology,0-49 employees,Asia,data,35.24,39.925533
5350,Man,35-39,Turkey,Doctoral degree,Software Engineer,Computers/Technology,0-49 employees,Asia,developer,35.24,39.925533
5351,Man,25-29,Turkey,Bachelor’s degree,Data Analyst,Marketing/CRM,"10,000 or more employees",Asia,data,35.24,39.925533
5352,Man,45-49,Turkey,Bachelor’s degree,Data Scientist,Accounting/Finance,50-249 employees,Asia,data,35.24,39.925533
5353,Man,25-29,Turkey,Master’s degree,Software Engineer,Shipping/Transportation,50-249 employees,Asia,developer,35.24,39.925533
5354,Woman,35-39,Turkey,Bachelor’s degree,Statistician,Government/Public Service,"10,000 or more employees",Asia,other,35.24,39.925533
5355,Man,18-21,Turkey,Bachelor’s degree,Machine Learning Engineer,Computers/Technology,0-49 employees,Asia,data,35.24,39.925533
5356,Woman,30-34,Turkey,Master’s degree,Data Scientist,Accounting/Finance,"1000-9,999 employees",Asia,data,35.24,39.925533
5357,Woman,25-29,Turkey,Bachelor’s degree,Software Engineer,Shipping/Transportation,0-49 employees,Asia,developer,35.24,39.925533
5358,Man,30-34,Turkey,Professional doctorate,Statistician,Academics/Education,"1000-9,999 employees",Asia,other,35.24,39.925533
5359,Man,40-44,Turkey,Doctoral degree,Research Scientist,Energy/Mining,0-49 employees,Asia,data,35.24,39.925533
5360,Man,22-24,Turkey,Bachelor’s degree,Data Scientist,Other,0-49 employees,Asia,data,35.24,39.925533
5361,Man,35-39,Turkey,Professional doctorate,Data Scientist,Computers/Technology,50-249 employees,Asia,data,35.24,39.925533
5362,Man,35-39,Turkey,Doctoral degree,Research Scientist,Academics/Education,"1000-9,999 employees",Asia,data,35.24,39.925533
5363,Man,35-39,Turkey,Bachelor’s degree,Data Engineer,Broadcasting/Communications,"10,000 or more employees",Asia,data,35.24,39.925533
5364,Man,25-29,Turkey,Master’s degree,Data Scientist,Manufacturing/Fabrication,50-249 employees,Asia,data,35.24,39.925533
5365,Man,45-49,Turkey,Master’s degree,Research Scientist,Academics/Education,0-49 employees,Asia,data,35.24,39.925533
5366,Man,25-29,Turkey,Bachelor’s degree,Machine Learning Engineer,Other,0-49 employees,Asia,data,35.24,39.925533
5367,Man,50-54,Turkey,Master’s degree,Data Analyst,Government/Public Service,"1000-9,999 employees",Asia,data,35.24,39.925533
5368,Man,30-34,Turkey,Doctoral degree,Data Scientist,Academics/Education,0-49 employees,Asia,data,35.24,39.925533
5369,Woman,35-39,Turkey,Master’s degree,Data Scientist,Academics/Education,"1000-9,999 employees",Asia,data,35.24,39.925533
5370,Man,25-29,Turkey,Master’s degree,Data Scientist,Computers/Technology,0-49 employees,Asia,data,35.24,39.925533
5371,Man,45-49,Turkey,Master’s degree,Program/Project Manager,Other,"10,000 or more employees",Asia,other,35.24,39.925533
5372,Man,18-21,Turkey,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,Academics/Education,0-49 employees,Asia,data,35.24,39.925533
5373,Man,40-44,Turkey,Doctoral degree,Research Scientist,Academics/Education,250-999 employees,Asia,data,35.24,39.925533
5374,Man,25-29,Turkey,Bachelor’s degree,Data Analyst,Retail/Sales,"10,000 or more employees",Asia,data,35.24,39.925533
5375,Man,22-24,Turkey,Master’s degree,Data Scientist,Accounting/Finance,"1000-9,999 employees",Asia,data,35.24,39.925533
5376,Woman,35-39,Turkey,Doctoral degree,Data Analyst,Energy/Mining,"10,000 or more employees",Asia,data,35.24,39.925533
5377,Man,25-29,Turkey,Master’s degree,Machine Learning Engineer,Computers/Technology,50-249 employees,Asia,data,35.24,39.925533
5378,Woman,25-29,Turkey,Bachelor’s degree,Software Engineer,Computers/Technology,0-49 employees,Asia,developer,35.24,39.925533
5379,Woman,25-29,Turkey,Bachelor’s degree,Data Scientist,Manufacturing/Fabrication,"10,000 or more employees",Asia,data,35.24,39.925533
5380,Woman,18-21,Turkey,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,,,Asia,data,35.24,39.925533
5381,Man,45-49,Turkey,Bachelor’s degree,Software Engineer,Other,0-49 employees,Asia,developer,35.24,39.925533
5382,Man,25-29,Turkey,Master’s degree,Data Scientist,Computers/Technology,"1000-9,999 employees",Asia,data,35.24,39.925533
5383,Man,22-24,Turkey,Master’s degree,Data Analyst,Academics/Education,0-49 employees,Asia,data,35.24,39.925533
5384,Man,50-54,Turkey,Doctoral degree,Research Scientist,Computers/Technology,"1000-9,999 employees",Asia,data,35.24,39.925533
5385,Man,40-44,Turkey,Doctoral degree,Statistician,Academics/Education,0-49 employees,Asia,other,35.24,39.925533
5386,Man,22-24,Turkey,Bachelor’s degree,Business Analyst,Online Business/Internet-based Sales,0-49 employees,Asia,data,35.24,39.925533
